Id,City,Make,Model,Body_type,Transmission,No_of_owners,color,Milleage,Fuel_type,Make_year,Price
13488458,Chennai,Renault,Kwid,hatchback,automatic,1,blue,41K,petrol,2017,385927.0
13467608,Chennai,Renault,Kwid,hatchback,manual,1,blue,18K,petrol,2020,466181.0
12940406,Chennai,Maruti Suzuki,Baleno,hatchback,manual,1,white,34K,petrol,2016,621599.0
13065316,Chennai,Renault,Kwid,hatchback,manual,1,grey,51K,petrol,2019,394000.0
12727387,Chennai,Renault,Duster,suv,manual,2,green,56K,diesel,2016,589000.0
11818541,Chennai,Ford,EcoSport,suv,manual,1,silver,52K,petrol,2014,482000.0
12811438,Chennai,Honda,City,sedan,manual,1,red,58K,petrol,2014,568000.0
12896539,Chennai,Toyota,Glanza,hatchback,manual,1,grey,28K,petrol,2019,697000.0
10086214,Chennai,Tata,Safari,suv,manual,1,golden,11K,diesel,2022,1997902.0
10983956,Chennai,Maruti Suzuki,Alto 800,hatchback,manual,2,silver,96K,petrol,2013,237000.0
12986527,Chennai,Hyundai,i20,hatchback,manual,1,silver,59K,petrol,2011,339000.0
11346733,Chennai,Volkswagen,Polo,hatchback,manual,1,grey,73K,petrol,2013,409459.0
10460579,Chennai,Volkswagen,Polo,hatchback,manual,2,CANDYWHITE,77K,petrol,2015,405000.0
10797379,Chennai,Hyundai,Xcent,sedan,manual,1,blue,102K,diesel,2015,418000.0
12216294,Chennai,Maruti Suzuki,Celerio,hatchback,automatic,1,red,84K,petrol,2016,432000.0
12664056,Chennai,Hyundai,Grand i10,hatchback,manual,1,grey,28K,petrol,2018,544000.0
10852286,Chennai,Nissan,Terrano,suv,manual,1,SILVER,137K,diesel,2014,473000.0
12686713,Chennai,Maruti Suzuki,Vitara Brezza,suv,manual,1,blue,75K,diesel,2016,739519.0
13304219,Chennai,Hyundai,Venue,suv,manual,1,blue,37K,petrol,2021,977231.0
4928303,Chennai,Maruti Suzuki,Baleno,hatchback,automatic,1,white,20K,petrol,2020,730078.0
13481103,Chennai,Renault,Kwid,hatchback,automatic,1,blue,55K,petrol,2017,398606.0
13327406,Chennai,Hyundai,Creta,suv,automatic,1,orange,44K,petrol,2018,1126064.0
13279581,Chennai,Renault,Lodgy,muv,manual,1,silver,32K,diesel,2017,704448.0
13309688,Chennai,Jeep,Compass,suv,manual,1,red,91K,diesel,2018,1157289.0
13308987,Chennai,Hyundai,Grand i10,hatchback,manual,1,blue,34K,petrol,2018,524308.0
13275810,Chennai,Maruti Suzuki,Alto 800,hatchback,manual,2,silver,32K,petrol,2019,315196.0
13425301,Chennai,Jeep,Compass,suv,automatic,1,white,40K,petrol,2020,1634507.0
13495788,Chennai,Mahindra,XUV 300,suv,manual,1,black,11K,petrol,2022,1062468.0
12698311,Chennai,Renault,Kwid,hatchback,automatic,1,grey,72K,petrol,2018,382235.0
12909985,Chennai,Maruti Suzuki,Celerio,hatchback,manual,1,red,62K,petrol,2015,386000.0
13075221,Chennai,Hyundai,Eon,hatchback,manual,2,grey,55K,petrol,2015,296631.0
11210270,Chennai,Hyundai,Xcent,sedan,manual,1,silver,89K,diesel,2014,431000.0
11156451,Chennai,Ford,Figo Aspire,sedan,manual,1,grey,102K,diesel,2018,505000.0
12756017,Chennai,Ford,Figo,hatchback,manual,1,red,69K,petrol,2012,239000.0
11343792,Chennai,Maruti Suzuki,Swift Dzire,sedan,manual,1,grey,56K,petrol,2014,526000.0
11425955,Chennai,Maruti Suzuki,Vitara Brezza,suv,automatic,1,grey,115K,diesel,2018,744000.0
12852872,Chennai,Volkswagen,Vento,sedan,manual,1,beige,47K,petrol,2016,589404.0
12781951,Chennai,Honda,Jazz,hatchback,automatic,1,silver,58K,petrol,2017,589000.0
13516543,Chennai,Maruti Suzuki,Eeco,muv,manual,1,grey,17K,petrol,2021,507598.0
13396170,Chennai,Renault,Kiger,suv,manual,1,brown,8K,petrol,2022,760443.0
13486752,Chennai,Maruti Suzuki,Dzire,sedan,manual,1,blue,25K,petrol,2022,799999.0
13487678,Chennai,Skoda,Slavia,sedan,manual,1,white,13K,petrol,2022,1175063.0
13366783,Chennai,Hyundai,Venue,suv,automatic,1,grey,40K,petrol,2020,1026000.0
13396962,Chennai,Hyundai,New Santro 1.1,hatchback,manual,2,red,28K,petrol,2019,434802.0
13397131,Chennai,Renault,Kiger,suv,manual,1,blue,10K,petrol,2022,882269.0
13409262,Chennai,Honda,Amaze,sedan,manual,1,grey,13K,petrol,2018,667505.0
13422013,Chennai,Hyundai,New Santro 1.1,hatchback,automatic,2,silver,28K,petrol,2018,448546.0
13421760,Chennai,Hyundai,Venue,suv,automatic,1,blue,13K,petrol,2020,1107981.0
10907893,Chennai,Maruti Suzuki,Swift,hatchback,manual,3,BLAZINGRED,92K,diesel,2012,366000.0
13205938,Chennai,Hyundai,Xcent,sedan,manual,3,red,62K,petrol,2015,375706.0
11084796,Chennai,Hyundai,i20,hatchback,manual,2,silver,97K,petrol,2011,286000.0
11487982,Chennai,Maruti Suzuki,Vitara Brezza,suv,automatic,1,orange,72K,diesel,2019,771000.0
12635452,Chennai,Renault,Kwid,hatchback,automatic,1,red,32K,petrol,2016,374000.0
13105866,Chennai,Hyundai,Grand i10,hatchback,manual,1,blue,67K,petrol,2016,478000.0
11020081,Chennai,Maruti Suzuki,Swift,hatchback,manual,1,grey,71K,diesel,2013,470000.0
11003501,Chennai,Maruti Suzuki,Swift,hatchback,manual,1,white,70K,diesel,2013,458000.0
10879616,Chennai,Hyundai,Xcent,sedan,manual,1,silver,70K,diesel,2014,451000.0
8802435,Chennai,Chevrolet,Cruze,sedan,manual,2,red,117K,diesel,2015,547000.0
13254683,Chennai,Hyundai,Elite i20,hatchback,automatic,1,red,10K,petrol,2019,791388.0
13374242,Chennai,Hyundai,i20 N Line,hatchback,automatic,1,blue,13K,petrol,2021,1152686.0
13314975,Chennai,Tata,Nexon,suv,automatic,1,green,26K,petrol,2022,913640.0
13352636,Chennai,Tata,Hexa,suv,automatic,1,grey,78K,diesel,2017,1217064.0
13311557,Chennai,Tata,Tiago,hatchback,automatic,2,grey,26K,petrol,2018,470025.0
13278397,Chennai,Mahindra,Scorpio N,suv,automatic,1,green,15K,diesel,2022,2582000.0
13099047,Chennai,Ford,Freestyle,crossover,manual,2,golden,19K,petrol,2019,519000.0
13206631,Chennai,Hyundai,Grand i10,hatchback,manual,1,blue,21K,petrol,2019,579000.0
13216186,Chennai,Tata,Altroz,hatchback,manual,1,black,11K,diesel,2022,948000.0
13094448,Chennai,Volkswagen,Vento,sedan,manual,2,blue,43K,petrol,2020,795000.0
13307629,Chennai,Renault,Kwid,hatchback,manual,1,bronze,8K,petrol,2022,514000.0
13211362,Chennai,Hyundai,New i20,hatchback,manual,1,grey,20K,petrol,2021,839000.0
13419338,Chennai,Honda,City,sedan,automatic,1,grey,39K,petrol,2020,1244073.0
12979480,Chennai,Hyundai,Elite i20,hatchback,manual,1,blue,27K,petrol,2019,659000.0
13336347,Chennai,Nissan,Magnite,suv,manual,1,red,19K,petrol,2021,730918.0
13350396,Chennai,Renault,Kwid,hatchback,automatic,1,silver,34K,petrol,2018,365944.0
13519189,Chennai,Tata,Punch,suv,manual,1,orange,52K,petrol,2022,600784.0
13323694,Chennai,Maruti Suzuki,Alto 800,hatchback,manual,2,grey,12K,petrol,2019,331675.0
13381956,Chennai,Hyundai,New Santro 1.1,hatchback,automatic,1,blue,50K,petrol,2019,496985.0
13460857,Chennai,Maruti Suzuki,S-Presso,hatchback,manual,1,grey,13K,petrol,2020,448153.0
12630965,Chennai,Toyota,Etios,sedan,manual,1,white,56K,petrol,2011,398000.0
11237106,Chennai,Honda,Jazz,hatchback,manual,1,silver,70K,petrol,2016,468000.0
11181148,Chennai,Volkswagen,Ameo,sedan,automatic,3,grey,83K,diesel,2017,527000.0
12275003,Chennai,Volkswagen,Ameo,sedan,manual,1,brown,70K,diesel,2017,519000.0
12141463,Chennai,Maruti Suzuki,Wagon R 1.0,hatchback,manual,1,red,45K,petrol,2012,324000.0
10128374,Chennai,Renault,Lodgy,muv,manual,2,white,65K,diesel,2017,568000.0
12683743,Chennai,Hyundai,i10,hatchback,automatic,1,silver,26K,petrol,2012,374167.0
13172292,Chennai,Maruti Suzuki,Celerio,hatchback,automatic,1,grey,61K,petrol,2016,439000.0
12269416,Chennai,Honda,Jazz,hatchback,manual,1,white,92K,diesel,2016,494000.0
13115442,Chennai,Maruti Suzuki,Celerio,hatchback,automatic,1,grey,17K,petrol,2015,422000.0
13377772,Chennai,Hyundai,New Santro 1.1,hatchback,automatic,1,blue,22K,petrol,2020,526044.0
13070348,Chennai,Kia,Carens,muv,manual,1,white,11K,petrol,2022,968680.0
13301823,Chennai,Tata,Punch,suv,manual,1,blue,14K,petrol,2022,663585.0
12979536,Chennai,Ford,Freestyle,crossover,manual,1,red,38K,petrol,2020,572584.0
13289837,Chennai,Tata,Safari,suv,manual,1,white,27K,diesel,2022,1890939.0
12810537,Chennai,Hyundai,Creta,suv,automatic,1,black,96K,diesel,2018,1158275.0
13345194,Chennai,Hyundai,Verna,sedan,automatic,2,white,30K,petrol,2017,836060.0
13257587,Chennai,Tata,Hexa,suv,manual,1,silver,77K,diesel,2019,1059234.0
13288506,Chennai,Maruti Suzuki,Baleno,hatchback,automatic,1,blue,61K,petrol,2018,698000.0
13328542,Chennai,Tata,Nexon,suv,automatic,1,white,8K,petrol,2023,998000.0
13411055,Chennai,Tata,Tiago NRG,hatchback,manual,3,grey,37K,petrol,2019,423297.0
13249079,Chennai,Maruti Suzuki,Swift,hatchback,automatic,1,grey,25K,petrol,2018,650010.0
13391700,Chennai,Honda,Amaze,sedan,manual,1,red,6K,petrol,2022,734359.0
13357383,Chennai,Maruti Suzuki,Swift,hatchback,automatic,1,orange,21K,petrol,2018,624702.0
13344933,Chennai,Maruti Suzuki,Alto K10,hatchback,manual,1,red,16K,petrol,2018,350040.0
13305525,Chennai,Renault,Kiger,suv,manual,1,orange,20K,petrol,2022,871822.0
13443739,Chennai,Tata,Nexon,suv,automatic,1,orange,26K,diesel,2019,895436.0
13379517,Chennai,Tata,Nexon,suv,manual,1,grey,22K,petrol,2022,891820.0
13172427,Chennai,Renault,Duster,suv,manual,2,orange,33K,petrol,2017,604305.0
13364094,Chennai,Nissan,Kicks,suv,manual,1,grey,24K,diesel,2019,877421.0
13040612,Chennai,Tata,Nexon,suv,manual,1,grey,29K,diesel,2021,1064443.0
13221985,Chennai,Maruti Suzuki,Wagon R 1.0,hatchback,automatic,2,grey,13K,petrol,2018,465000.0
13229637,Chennai,Renault,Kwid,hatchback,automatic,2,white,44K,petrol,2017,355000.0
10785785,Chennai,Hyundai,Elite i20,hatchback,manual,1,grey,34K,petrol,2017,619000.0
13043436,Chennai,Hyundai,Grand i10,hatchback,manual,1,grey,37K,petrol,2017,537508.0
13295883,Chennai,Maruti Suzuki,Celerio X,hatchback,manual,1,brown,24K,petrol,2018,442000.0
11094806,Chennai,Hyundai,Alcazar,suv,manual,1,brown,53K,diesel,2022,1714000.0
12964451,Chennai,Toyota,Glanza,hatchback,automatic,1,white,21K,petrol,2023,899000.0
13141606,Chennai,Mahindra,XUV700,suv,automatic,1,silver,23K,diesel,2022,2645093.0
12978133,Chennai,Maruti Suzuki,Alto 800,hatchback,manual,1,grey,5K,petrol,2020,421000.0
10818026,Chennai,Skoda,Octavia,sedan,automatic,2,,63K,petrol,2016,1177000.0
13303360,Chennai,Hyundai,Venue,suv,manual,1,blue,6K,petrol,2021,819000.0
12253547,Chennai,Renault,Kwid,hatchback,manual,1,white,7K,petrol,2022,510000.0
12980383,Chennai,Renault,Kwid,hatchback,automatic,2,grey,54K,petrol,2018,384021.0
13195711,Chennai,Maruti Suzuki,Alto 800,hatchback,manual,1,white,14K,petrol,2017,319000.0
12918991,Chennai,Tata,Punch,suv,manual,1,blue,17K,petrol,2022,699000.0
12726750,Chennai,Datsun,Redi-GO,hatchback,manual,1,beige,39K,petrol,2019,355000.0
13024433,Chennai,Ford,Endeavour,suv,automatic,1,white,88K,diesel,2018,2154000.0
13213807,Chennai,Skoda,Slavia,sedan,manual,1,grey,23K,petrol,2022,1382564.0
12784986,Chennai,Honda,Amaze,sedan,automatic,1,white,34K,petrol,2019,759000.0
13063506,Chennai,Ford,EcoSport,suv,manual,1,white,55K,diesel,2019,755259.0
13180537,Chennai,Honda,WR-V,suv,manual,1,golden,17K,petrol,2018,748000.0
13151850,Chennai,Ford,EcoSport,suv,manual,1,brown,30K,diesel,2021,959000.0
10917354,Chennai,Honda,Jazz,hatchback,automatic,1,G BROWN,69K,petrol,2017,628000.0
13086744,Chennai,Renault,Kwid,hatchback,manual,2,red,45K,petrol,2018,359000.0
13250958,Chennai,Maruti Suzuki,Swift,hatchback,automatic,1,red,35K,petrol,2021,789000.0
13032464,Chennai,Kia,Seltos,suv,manual,1,silver,37K,petrol,2021,1337000.0
11059755,Chennai,Honda,City,sedan,automatic,1,white,54K,petrol,2018,963000.0
13174439,Chennai,Hyundai,Grand i10 Nios,hatchback,manual,1,blue,15K,petrol,2021,669000.0
12325930,Chennai,Maruti Suzuki,Ciaz,sedan,manual,1,red,33K,diesel,2016,729000.0
12439679,Chennai,Maruti Suzuki,Dzire,sedan,automatic,1,blue,18K,petrol,2020,701000.0
11747105,Chennai,Hyundai,Venue N-Line,suv,automatic,1,blue,12K,petrol,2022,1348780.0
13151114,Chennai,Hyundai,Grand i10 Nios,hatchback,automatic,1,blue,19K,petrol,2022,754000.0
12784869,Chennai,Datsun,GO,hatchback,manual,1,white,54K,petrol,2017,307038.0
12805014,Chennai,Maruti Suzuki,Alto K10,hatchback,manual,1,silver,9K,petrol,2018,383326.0
12628599,Chennai,Hyundai,New Santro 1.1,hatchback,automatic,1,silver,19K,petrol,2019,539601.0
8022901,Chennai,Tata,Harrier,suv,manual,1,orange,36K,diesel,2019,1424000.0
11742152,Chennai,Hyundai,Venue,suv,automatic,1,blue,28K,petrol,2021,1105000.0
12950727,Chennai,Maruti Suzuki,S-Presso,hatchback,manual,1,red,58K,petrol,2020,409873.0
11423087,Chennai,Mahindra,KUV100 NXT,crossover,manual,1,red,26K,petrol,2018,478000.0
13319122,Chennai,Maruti Suzuki,Alto K10,hatchback,automatic,1,orange,26K,petrol,2018,362000.0
11022939,Chennai,Renault,Triber,muv,automatic,1,white,7K,petrol,2020,708000.0
12950259,Pune,Maruti Suzuki,Swift,hatchback,manual,1,grey,21K,petrol,2011,348000.0
12645761,Pune,Datsun,Go Plus,muv,manual,1,red,35K,petrol,2015,294000.0
12939610,Pune,Maruti Suzuki,Ciaz,sedan,manual,1,grey,40K,petrol,2020,857000.0
11134513,Pune,Maruti Suzuki,Swift Dzire,sedan,manual,1,grey,57K,petrol,2014,501000.0
13249381,Pune,Maruti Suzuki,Wagon R 1.0,hatchback,manual,1,maroon,47K,petrol,2012,271103.0
13059682,Pune,Hyundai,Verna,sedan,manual,1,white,42K,petrol,2012,437445.0
12379743,Pune,Renault,Kwid,hatchback,manual,1,bronze,22K,petrol,2019,351375.0
9490377,Pune,Nissan,Sunny,sedan,manual,1,grey,111K,diesel,2016,657000.0
11502946,Pune,Volkswagen,Polo,hatchback,manual,1,grey,29K,petrol,2015,509000.0
11649850,Pune,Volkswagen,Taigun,suv,manual,1,red,25K,petrol,2022,1261000.0
10882465,Pune,Honda,Jazz,hatchback,manual,1,G BROWN M,60K,petrol,2016,526000.0
12464238,Pune,Volkswagen,Vento,sedan,manual,1,silver,19K,petrol,2022,972000.0
12750049,Pune,Skoda,Slavia,sedan,manual,2,blue,21K,petrol,2022,1492239.0
12266478,Pune,Hyundai,Venue,suv,manual,1,blue,26K,petrol,2021,954000.0
12650679,Pune,Kia,Seltos,suv,manual,1,red,28K,petrol,2021,1217766.0
13060558,Pune,Hyundai,Grand i10 Nios,hatchback,manual,1,grey,14K,petrol+cng,2022,768000.0
13120703,Pune,Renault,Duster,suv,manual,1,brown,20K,petrol,2020,895000.0
13253152,Pune,Maruti Suzuki,Ciaz,sedan,manual,1,blue,15K,petrol,2021,883754.0
13310340,Pune,Hyundai,Verna,sedan,automatic,2,silver,33K,petrol,2018,943509.0
10272285,Pune,BMW,3 Series,sedan,automatic,2,black,65K,diesel,2015,1690000.0
13371836,Pune,Hyundai,Xcent,sedan,manual,2,blue,114K,petrol,2014,368000.0
11781881,Pune,Renault,Duster,suv,manual,1,grey,29K,petrol,2021,970000.0
12972292,Pune,Maruti Suzuki,Baleno,hatchback,manual,1,silver,38K,petrol,2017,612000.0
12236178,Pune,Maruti Suzuki,Baleno,hatchback,manual,2,blue,40K,petrol,2017,548000.0
12073693,Pune,Hyundai,Xcent,sedan,manual,2,blue,57K,petrol,2014,392611.0
12063804,Pune,Hyundai,i20 Active,crossover,manual,2,red,53K,petrol,2015,508000.0
10779700,Pune,Hyundai,Verna,sedan,manual,2,beige,58K,petrol,2013,434000.0
12745006,Pune,Maruti Suzuki,S-Cross,suv,manual,2,grey,46K,diesel,2016,699149.0
12892976,Pune,Honda,Amaze,sedan,automatic,1,red,10K,petrol,2023,945063.0
13089184,Pune,Renault,Kwid,hatchback,automatic,1,white,37K,petrol,2020,477185.0
11104289,Pune,Hyundai,Grand i10,hatchback,manual,1,silver,64K,petrol+cng,2014,415000.0
11621802,Pune,Hyundai,Xcent,sedan,manual,1,white,76K,petrol,2014,440000.0
10182484,Pune,Hyundai,Grand i10,hatchback,manual,1,grey,87K,diesel,2013,376000.0
11545874,Pune,Hyundai,Venue,suv,manual,1,red,20K,petrol,2021,842000.0
12895501,Pune,Skoda,Octavia,sedan,automatic,1,white,59K,petrol,2018,1461184.0
13136519,Pune,Hyundai,Elite i20,hatchback,manual,1,blue,78K,diesel,2016,692651.0
11893715,Pune,Maruti Suzuki,Swift,hatchback,manual,1,silver,49K,petrol,2014,467860.0
10981519,Pune,Hyundai,Venue,suv,automatic,1,DENIM BLUE,54K,petrol,2019,967000.0
11152712,Pune,Honda,Jazz,hatchback,manual,2,grey,27K,petrol,2016,482000.0
11649850,Pune,Volkswagen,Taigun,suv,manual,1,red,25K,petrol,2022,1261000.0
12464238,Pune,Volkswagen,Vento,sedan,manual,1,silver,19K,petrol,2022,972000.0
9358274,Pune,BMW,X1,suv,automatic,1,white,53K,diesel,2018,2690000.0
11245119,Pune,Maruti Suzuki,Baleno,hatchback,manual,1,grey,100K,petrol,2015,530000.0
12890738,Pune,Hyundai,Creta,suv,automatic,1,grey,113K,petrol,2017,915608.0
12321408,Pune,Maruti Suzuki,Baleno,hatchback,manual,1,blue,54K,petrol,2018,642000.0
13091285,Pune,Renault,Kwid,hatchback,manual,1,grey,63K,petrol,2018,347000.0
12727334,Pune,Maruti Suzuki,Ciaz,sedan,manual,2,brown,69K,petrol,2016,576498.0
13226978,Pune,Renault,Kwid,hatchback,manual,1,white,27K,petrol,2016,319000.0
10606888,Pune,Hyundai,Grand i10,hatchback,manual,1,orange,68K,petrol,2015,404000.0
12269265,Pune,Maruti Suzuki,Dzire,sedan,automatic,1,blue,62K,petrol,2018,628000.0
11257258,Pune,Nissan,Sunny,sedan,manual,1,grey,60K,petrol,2013,352000.0
10917280,Pune,Volkswagen,Polo,hatchback,manual,1,FLASH RED,84K,petrol,2015,457000.0
12536279,Pune,Hyundai,New Santro 1.1,hatchback,manual,1,grey,34K,petrol+cng,2020,537000.0
12630833,Pune,Maruti Suzuki,Baleno,hatchback,manual,1,blue,54K,petrol+cng,2017,639000.0
11291977,Pune,Hyundai,Santro Xing,hatchback,manual,2,silver,29K,petrol,2012,200000.0
11224501,Pune,Hyundai,Grand i10,hatchback,manual,1,grey,77K,petrol,2018,497000.0
13084103,Pune,Maruti Suzuki,Vitara Brezza,suv,automatic,1,grey,82K,petrol,2021,899343.0
11772022,Pune,Maruti Suzuki,Alto 800,hatchback,manual,1,white,44K,petrol,2015,313000.0
12434046,Pune,Hyundai,Grand i10,hatchback,manual,1,blue,118K,petrol,2017,479000.0
12604712,Pune,Renault,Kiger,suv,manual,1,blue,83K,petrol,2021,654000.0
12384328,Pune,Honda,City,sedan,manual,1,white,111K,petrol,2016,572565.0
12423629,Pune,MG Motors,Astor,suv,manual,1,red,11K,petrol,2022,1320000.0
13205721,Pune,Ford,Freestyle,crossover,manual,1,white,12K,petrol,2021,739000.0
13153952,Pune,Renault,Kiger,suv,automatic,1,brown,8K,petrol,2022,868000.0
11760688,Pune,Renault,Triber,muv,manual,1,blue,27K,petrol,2019,655497.0
12099751,Pune,Hyundai,Aura,sedan,manual,1,white,53K,petrol,2020,742000.0
13330217,Pune,MG Motors,Astor,suv,automatic,1,white,26K,petrol,2021,1489653.0
10977070,Pune,Hyundai,Xcent,sedan,manual,1,silver,25K,petrol,2019,592000.0
13061065,Pune,Maruti Suzuki,Grand Vitara,suv,manual,1,blue,17K,petrol,2023,1392648.0
12712588,Pune,Maruti Suzuki,Wagon R 1.0,hatchback,manual,1,grey,24K,petrol+cng,2022,569000.0
10340840,Pune,Audi,A3,sedan,automatic,1,white,35K,diesel,2016,1990000.0
13161588,Pune,Hyundai,Verna,sedan,manual,1,white,111K,petrol,2017,772906.0
11840722,Pune,Honda,BR-V,suv,manual,1,grey,51K,petrol,2018,929000.0
13208182,Pune,Maruti Suzuki,Wagon R 1.2,hatchback,automatic,1,white,58K,petrol,2020,536426.0
11230285,Pune,Volkswagen,Vento,sedan,manual,1,white,23K,petrol,2022,942000.0
10600639,Pune,Hyundai,Creta,suv,manual,1,red,56K,petrol,2019,1097000.0
12773514,Pune,MG Motors,Astor,suv,manual,1,white,15K,petrol,2022,1383605.0
12395834,Pune,Honda,City,sedan,manual,1,brown,56K,petrol,2018,754000.0
11995716,Pune,Tata,Nexon,suv,manual,1,red,24K,petrol,2019,879075.0
10652011,Pune,Honda,Jazz,hatchback,automatic,1,grey,30K,petrol,2021,907000.0
13070493,Pune,Maruti Suzuki,Ciaz,sedan,automatic,1,silver,20K,petrol,2020,899111.0
10889322,Pune,BMW,X1,suv,automatic,2,white,71K,diesel,2017,1890000.0
13114752,Pune,Maruti Suzuki,Baleno,hatchback,manual,1,silver,26K,petrol,2017,624000.0
13144502,Pune,Honda,Amaze,sedan,manual,1,brown,64K,petrol,2013,365000.0
12509679,Pune,Ford,Freestyle,crossover,manual,1,grey,105K,petrol,2019,567369.0
10583004,Pune,Hyundai,Venue,suv,automatic,1,white,36K,petrol,2019,960000.0
11344078,Pune,Volkswagen,Polo,hatchback,manual,1,red,79K,petrol,2015,465000.0
10998428,Pune,Maruti Suzuki,Wagon R 1.0,hatchback,manual,1,blue,91K,petrol,2012,261000.0
11053639,Pune,Skoda,Rapid New,sedan,manual,1,white,81K,petrol,2017,682000.0
12761533,Pune,Tata,Zest,sedan,manual,1,grey,71K,petrol,2016,424000.0
11186781,Pune,Maruti Suzuki,Baleno,hatchback,automatic,1,red,87K,petrol,2017,603000.0
11236624,Pune,Volkswagen,Polo,hatchback,manual,2,white,101K,petrol,2015,399000.0
13100252,Pune,Hyundai,Grand i10,hatchback,automatic,1,red,33K,petrol,2017,526022.0
12454921,Pune,Toyota,Urban Cruiser,suv,manual,1,white,13K,petrol,2022,942000.0
12245027,Pune,Volkswagen,Vento,sedan,manual,1,white,17K,petrol,2022,997000.0
13273507,Pune,Honda,WR-V,suv,manual,1,brown,42K,petrol,2017,685000.0
12298266,Pune,Maruti Suzuki,Wagon R 1.0,hatchback,manual,1,white,60K,petrol+cng,2018,464370.0
10624255,Pune,Hyundai,Grand i10,hatchback,manual,1,white,56K,diesel,2017,587000.0
11030224,Pune,Hyundai,Venue,suv,manual,1,red,35K,petrol,2020,973000.0
13367637,Pune,Maruti Suzuki,Baleno,hatchback,manual,1,blue,50K,petrol,2017,592000.0
11209536,Pune,Maruti Suzuki,Baleno,hatchback,manual,1,red,43K,petrol,2016,605000.0
11137588,Pune,Volkswagen,Ameo,sedan,manual,2,brown,105K,petrol,2016,409000.0
11343140,Pune,Hyundai,Grand i10,hatchback,automatic,2,grey,56K,petrol,2014,467000.0
12237817,Pune,Maruti Suzuki,Celerio X,hatchback,manual,1,white,45K,petrol,2019,442000.0
11465424,Pune,Hyundai,Santro Xing,hatchback,manual,1,silver,140K,petrol,2012,184000.0
11465884,Pune,Honda,Amaze,sedan,manual,1,white,61K,petrol,2014,478000.0
11409752,Pune,Tata,Nexon,suv,automatic,1,orange,81K,diesel,2018,887000.0
12362503,Pune,Ford,EcoSport,suv,automatic,3,silver,77K,petrol,2014,468932.0
13179719,Pune,Hyundai,i10,hatchback,manual,1,white,53K,petrol,2014,342000.0
12614303,Pune,Maruti Suzuki,Wagon R 1.0,hatchback,manual,1,blue,79K,petrol,2011,236000.0
11012570,Pune,Hyundai,Santro Xing,hatchback,manual,1,white,123K,petrol,2014,277000.0
10423424,Pune,Maruti Suzuki,Wagon R 1.0,hatchback,automatic,1,white,40K,petrol,2018,458000.0
13369672,Pune,Honda,Jazz,hatchback,manual,1,white,33K,petrol,2020,792000.0
13177271,Pune,Maruti Suzuki,Alto 800,hatchback,manual,1,blue,15K,petrol,2018,330072.0
12095053,Pune,Mahindra,XUV 300,suv,manual,1,black,33K,petrol,2020,999000.0
12669965,Pune,Volkswagen,Ameo,sedan,manual,1,brown,53K,petrol,2017,558000.0
10380616,Pune,Hyundai,Creta,suv,manual,1,grey,27K,petrol,2018,1132000.0
11630389,Pune,Maruti Suzuki,Baleno,hatchback,manual,1,blue,52K,petrol,2016,533000.0
12615565,Pune,Maruti Suzuki,Swift,hatchback,manual,1,silver,34K,petrol,2017,534000.0
13157589,Pune,Maruti Suzuki,Alto 800,hatchback,manual,1,grey,45K,petrol+cng,2018,348000.0
10804109,Pune,Tata,Hexa,suv,automatic,1,PEARL_WHITE,93K,diesel,2017,1099000.0
12803476,Pune,Honda,City,sedan,manual,1,maroon,43K,petrol,2014,548000.0
12585935,Pune,Honda,Amaze,sedan,manual,1,grey,12K,petrol,2015,512000.0
10489727,Pune,Tata,Nexon,suv,manual,1,MOROCCAN_BLUE,76K,petrol,2018,758000.0
12736727,Pune,Maruti Suzuki,Vitara Brezza,suv,manual,1,red,90K,diesel,2016,788393.0
10856569,Pune,Nissan,Sunny,sedan,manual,1,NIGHT SHAI,87K,diesel,2015,585000.0
11245177,Pune,Maruti Suzuki,Baleno,hatchback,manual,1,red,122K,petrol,2016,523000.0
12100322,Pune,Tata,Zest,sedan,manual,2,white,24K,petrol,2018,452000.0
12799212,Pune,Renault,Triber,muv,manual,1,white,40K,petrol,2020,629000.0
10558266,Pune,Toyota,Yaris,sedan,automatic,2,white,59K,petrol,2018,786000.0
12867137,Pune,Mahindra,Bolero Neo,suv,manual,1,black,25K,diesel,2022,1095000.0
11637269,Pune,Hyundai,Eon,hatchback,manual,2,white,44K,petrol,2017,331000.0
10579367,Pune,Hyundai,Creta,suv,automatic,1,grey,43K,petrol,2019,1211000.0
12902320,Pune,Mahindra,Bolero,suv,manual,1,white,17K,diesel,2021,997000.0
11259646,Pune,Mahindra,XUV 300,suv,manual,1,green,96K,diesel,2020,999000.0
13088672,Pune,Renault,Kiger,suv,automatic,1,black,17K,petrol,2022,999552.0
12317416,Pune,Hyundai,Venue,suv,manual,1,white,17K,petrol,2022,1050258.0
11411055,Pune,Renault,Kiger,suv,automatic,1,grey,38K,petrol,2021,899000.0
11255978,Pune,Maruti Suzuki,Baleno,hatchback,manual,1,blue,38K,petrol,2018,635000.0
12663369,Pune,Renault,Duster,suv,automatic,1,brown,119K,diesel,2016,628000.0
13199533,Pune,Hyundai,i10,hatchback,manual,1,grey,43K,petrol,2014,326931.0
13159718,Pune,Maruti Suzuki,S-Cross,suv,manual,2,grey,67K,diesel,2015,639000.0
12448323,Pune,Renault,Kwid,hatchback,manual,1,red,74K,petrol,2016,295431.0
